Global_Rank;Institution;Country;Sector;Best Country Quartile
4990;University of Anbar;IRQ;Universities;1
4990;Korea Polar Research Institute;KOR;Government;3
4990;Image Processing Systems Institute Russian Academy of Sciences;RUS;Government;1
4990;Hasso Plattner Institute;DEU;Universities;1
4990;Urmia University of Medical Sciences *;IRN;Universities;1
4990;I-Shou University;TWN;Universities;2
4999;Ohio University;USA;Universities;2
4999;Institute of Hematology and Blood Transfusion;POL;Health;1
4999;Kyoto University Hospital;JPN;Health;1
4999;University General Hospital;CZE;Health;2
4999;Bath Spa University;GBR;Universities;3
4999;Cathay General Hospital;TWN;Health;2
4999;Vietnam National University System, Hanoi *;MUL;Universities;3
5006;Jacobs University Bremen *;DEU;Universities;2
5006;Fundacion Cardioinfantil Instituto de Cardiologia;COL;Health;1
5006;Pavol Jozef Safarik University in Kosice;SVK;Universities;2
5006;City University of New York Lehman College;USA;Universities;1
5006;University of Social Sciences and Humanities;POL;Universities;1
5006;Chitkara University, Punjab;IND;Universities;1
5012;Korea Institute of Science and Technology Information;KOR;Government;1
5012;Shizuoka Cancer Center;JPN;Health;2
5012;University of Nizwa;OMN;Universities;1
5012;Comision de Investigaciones Cientificas *;ARG;Government;1
5012;Kwangwoon University;KOR;Universities;1
5012;Toyota Technological Institute;MUL;Universities;2
5012;ITMO University;RUS;Universities;1
5012;Hebei University of Chinese Medicine;CHN;Universities;2
5020;University of Lapland;FIN;Universities;3
5020;Lagos State University, Ojo;NGA;Universities;1
5020;Hospital de Amor;BRA;Health;1
5023;Forschungszentrum Informatik;DEU;Government;1
5023;Agentschap Plantentuin Meise;BEL;Government;4
5023;Santa Casa de Misericordia de Porto Alegre;BRA;Health;2
5026;Selcuk University *;TUR;Universities;1
5026;Bingol University;TUR;Universities;1
5026;Titu Maiorescu University;ROU;Universities;2
5029;Hadhramout University;YEM;Universities;1
5029;Northern Illinois University;USA;Universities;2
5029;Gold Coast University Hospital;AUS;Health;2
5029;GenesisCare *;MUL;Health;3
5033;Inje University Busan-Paik Hospital;KOR;Health;3
5034;Center for Food Safety and Applied Nutrition;USA;Government;2
5034;University of Tulsa;USA;Universities;2
5034;Centre Hospitalier Universitaire Mohammed VI de Oujda;MAR;Health;1
5034;Complexo Pequeno Principe *;BRA;Companies;1
5034;Hospital Clinico Universidad de Chile Jose Joaquin Aguirre;CHL;Health;2
5034;Flinders Medical Centre;AUS;Health;2
5034;Tyumen Industrial University;RUS;Universities;1
5034;Fraunhofer Institut fur Werkstoff- und Strahltechnik;DEU;Government;1
5034;Instituto Nacional de Cancerologia, Colombia;COL;Health;2
5034;Iwate Medical University *;JPN;Universities;2
5044;University of Veterinary and Animal Sciences;PAK;Universities;2
5044;Daegu Gyeongbuk Institute of Science and Technology;KOR;Universities;1
5044;Necmettin Erbakan University;TUR;Universities;1
5044;Kanazawa Medical University *;JPN;Universities;2
5044;Tom Baker Cancer Centre;CAN;Health;2
5044;Nisantasi University;TUR;Universities;1
5050;Ion Ionescu de la Brad University of Life Sciences of Iasi;ROU;Universities;3
5050;Grupo Hospitalar Conceicao;BRA;Health;2
5050;Jiangsu University of Science and Technology;CHN;Universities;2
5050;Rajshahi University;BGD;Universities;1
5054;Universite de Kinshasa;COD;Universities;1
5054;Institute of Psychiatry and Neurology;POL;Health;3
5054;IQVIA, Germany;DEU;Companies;4
5054;Instituto de Engenharia de Sistemas e Computadores *;PRT;Non-Profit;1
5054;Dow University of Health Sciences;PAK;Universities;2
5054;Gifu University *;JPN;Universities;2
5060;Nara Medical University *;JPN;Universities;2
5060;Northern Border University;SAU;Universities;3
5060;Centro Hospitalar de Vila Nova de Gaia e Espinho;PRT;Health;2
5060;Hiroshima University Hospital;JPN;Health;2
5060;Cogna Educacao SA *;BRA;Companies;2
5065;Hospital Universitario Doctor Peset;ESP;Health;2
5065;Tottori University *;JPN;Universities;2
5065;St.John's National Academy of Health Sciences *;IND;Health;1
5065;Brandenburgische Technische Universitat Cottbus;DEU;Universities;3
5065;Eastern Health;AUS;Health;3
5070;Daegu Haany University;KOR;Universities;1
5070;Hospital Civil de Guadalajara;MEX;Health;2
5070;Institut Agronomique et Veterinaire Hassan II;MAR;Universities;1
5070;Nagasaki University Hospital;JPN;Health;2
5074;El Colegio de Mexico;MEX;Universities;1
5074;Institut fur Photonische Technologien;DEU;Government;1
5074;Medtronic *;MUL;Companies;2
5074;KEDGE Business School;FRA;Universities;3
5074;Instituto Portugues do Mar e da Atmosfera;PRT;Government;1
5079;Sokoine University of Agriculture;TZA;Universities;1
5079;China Institute of Water Resources and Hydropower Research;CHN;Government;2
5079;Laboratoire d'Informatique, de Modelisation et d'Optimisation des Systemes;FRA;Government;3
5079;Jomo Kenyatta University of Agriculture and Technology;KEN;Universities;1
5079;University of the Philippines Manila;PHL;Universities;1
5079;Complexo Hospitalario Universitario de Vigo;ESP;Health;2
5079;Fujian Normal University;CHN;Universities;1
5086;Altinbas University;TUR;Universities;1
5086;Zhejiang University of Finance and Economics;CHN;Universities;2
5086;Kobe City Medical Center General Hospital;JPN;Health;2
5086;Shihezi University;CHN;Universities;2
5086;Wilfrid Laurier University *;CAN;Universities;2
5086;Institute of Organic Chemistry and Biochemistry of the ASCR;CZE;Government;1
5086;Atma Jaya Catholic University of Indonesia;IDN;Universities;2
5086;Universidade do Estado de Santa Catarina;BRA;Universities;2
5086;Al-Zaytoonah University of Jordan;JOR;Universities;1
5095;Central Metallurgical Research and Development Institute;EGY;Government;2
5095;Curtin University, Malaysia;MYS;Universities;2
5095;Universidad Catolica del Norte;CHL;Universities;2
5095;Vietnam National University System, Ho Chi Minh City *;MUL;Universities;3
5095;Universidad de Las Americas, Ecuador;ECU;Universities;1
5095;University of Peshawar;PAK;Universities;2
5095;Hellenic Mediterranean University;GRC;Universities;2
5095;University of Zambia;ZMB;Universities;1
5103;Sanaa University;YEM;Universities;1
5103;Istituto di Geoscienze e Georisorse;ITA;Government;2
5103;Gheorghe Asachi Technical University of Iasi;ROU;Universities;1
5103;Instituto Politecnico de Santarem;PRT;Universities;3
5103;University of Sadat City;EGY;Universities;2
5108;Fiona Stanley Hospital;AUS;Health;3
5108;Hospital Clinico Universitario de Valladolid;ESP;Health;3
5108;Ministry of Health and Medical Education;IRN;Health;2
5108;Academician Emil Djakov Institute of Electronics Bulgarian Academy of Sciences;BGR;Government;1
5108;University Hospital Vinohrady;CZE;Health;3
5108;Universidad Peruana Union;PER;Universities;2
5114;Guangzhou Institute of Geography, GDAS;CHN;Government;1
5114;Agencia Paulista de Tecnologia dos Agronegocios *;BRA;Government;2
5114;Osaka General Medical Center;JPN;Health;2
5114;Toho University *;JPN;Universities;1
5114;Centro Atomico Bariloche;ARG;Government;2
5114;University of Jeddah;SAU;Universities;2
5120;Scripps Health;USA;Health;2
5120;Universidad Isabel I;ESP;Universities;2
5120;Noakhali Science and Technology University;BGD;Universities;3
5120;Government College Women University Faisalabad;PAK;Universities;2
5120;Saudi Arabian Oil Co, Saudi Arabia;SAU;Companies;1
5120;Shariati Hospital;IRN;Health;1
5126;Centro Cientifico Tecnologico Rosario;ARG;Government;2
5126;Te Whatu Ora Health New Zealand *;NZL;Health;1
5126;Central South University of Forestry and Technology;CHN;Universities;2
5126;Institute of Chemical Engineering and High Temperature Chemical Processes;GRC;Government;1
5130;Raman Research Institute;IND;Government;1
5130;Universidade Federal de Juiz de Fora;BRA;Universities;1
5130;Center for Devices and Radiological Health;USA;Government;1
5130;Universitatsklinikum Magdeburg;DEU;Health;3
5130;Laboratoire de Recherche en Genie des Procedes, Environnement, Agroalimentaire;FRA;Government;2
5130;Pukyong National University;KOR;Universities;2
5130;Daiichi Sankyo Co., Ltd. *;MUL;Companies;2
5130;MedStar Health *;USA;Health;2
5130;National Neuroscience Institute;SGP;Health;3
5130;University of Texas, El Paso;USA;Universities;2
5130;Instituto de Investigacion e Innovacion Parc Tauli;ESP;Health;2
5141;Institut National de la Recherche Agronomique;MAR;Government;1
5141;Hospital Nuestra Senora de Candelaria;ESP;Health;3
5141;Applied Science University;BHR;Universities;3
5141;New York City Health and Hospitals Corp *;USA;Health;2
5141;Universitas Mercu Buana;IDN;Universities;3
5141;Ecole Nationale Superieure de l'Electronique et de ses Applications *;FRA;Universities;2
5141; American University of the Middle East;KWT;Universities;2
5148;University of Bisha;SAU;Universities;3
5148;China Earthquake Administration;CHN;Government;2
5148;First Hospital of Hebei Medical University;CHN;Health;2
5148;Consejeria de Sanidad de Madrid;ESP;Health;4
5148;Bundesanstalt fur Geowissenschaften und Rohstoffe;DEU;Government;1
5148;Second Hospital of Shanxi Medical University;CHN;Health;2
5154;Saitama Medical University Saitama International Medical Center;JPN;Health;2
5154;Hospital Edgardo Rebagliati Martins;PER;Health;1
5154;Kawasaki Medical School *;JPN;Universities;2
5154;Hospital Universitario Araba;ESP;Health;4
5154;Howard University Health Sciences;USA;Health;2
5154;Centro de Investigacion y Asistencia en Tecnologia y Diseno del Estado de Jalisco;MEX;Government;1
5154;Galilee Medical Center;ISR;Health;2
5161;Christian Medical College, Vellore;IND;Universities;1
5161;Ecole Nationale Superieure de Techniques Avancees;FRA;Universities;2
5161;Hospital Guillermo Almenara Irigoyen;PER;Health;1
5161;Al-Qasim Green University;IRQ;Universities;2
5161;Instituto Portugues de Oncologia de Lisboa Francisco Gentil;PRT;Health;1
5161;Physical Research Laboratory;IND;Government;1
5167;Robert Bosch Stiftung;DEU;Non-Profit;2
5167;Comunidad de Madrid *;ESP;Government;1
5167;State Key Joint Laboratory of Integrated Optoelectronics;CHN;Government;1
5167;Centro de Investigacion y Docencia Economicas;MEX;Government;2
5171;KIIT University;IND;Universities;1
5171;Hospital Universitari Dexeus;ESP;Health;1
5171;Rajarata University of Sri Lanka;LKA;Universities;1
5171;National Kaohsiung University of Science and Technology;TWN;Universities;2
5171;Hubei University of Chinese Medicine;CHN;Universities;2
5171;Abbottabad University of Science and Technology ;PAK;Universities;3
5171;Liaoning University of Traditional Chinese Medicine *;CHN;Universities;2
5171;Middle East Technical University;TUR;Universities;1
5171;Hospital Clinico Universitario Lozano Blesa;ESP;Health;3
5180;Fraunhofer Institut fur Lasertechnik;DEU;Government;2
5180;Interfaces Traitements Organisation et Dynamique des Systemes;FRA;Government;2
5180;Shaoxing University;CHN;Universities;2
5180;Teachers College of Columbia University;USA;Universities;1
5180;Harokopio University;GRC;Universities;3
5180;University of Engineering and Technology, Lahore;PAK;Universities;1
5186;Henan Normal University;CHN;Universities;2
5186;Laboratoire de Tribologie et Dynamique des Systemes;FRA;Government;3
5186;Incheon National University;KOR;Universities;2
5186;Universidad de Cordoba;COL;Universities;2
5190;Institute of Rock and Soil Mechanics, Chinese Academy of Sciences;CHN;Government;1
5190;Modern University for Technology and Information;EGY;Universities;2
5190;Taichung Tzu Chi Hospital;TWN;Health;2
5190;Stephan Angeloff Institute of Microbiology Bulgarian Academy of Sciences;BGR;Government;1
5190;Centro de Educacion Medica e Investigaciones Clinicas Norberto Quirno;ARG;Universities;2
5190;University of Ruhuna;LKA;Universities;1
5190;National Taiwan University of Sport ;TWN;Universities;2
5197;Galway University Hospitals;IRL;Health;3
5197;Kampala International University;UGA;Universities;2
5197;Hospital Universitario Miguel Servet;ESP;Health;1
5200;Universidad del Valle, Colombia;COL;Universities;1
5200;Jiangsu Integrated Chinese and Western Medicine Hospital Affiliated to Nanjing University of Chinese;CHN;Health;2
5200;Universidad Camilo Jose Cela;ESP;Universities;2
5200;Anhui University of Science and Technology *;CHN;Universities;2
5200;Fiona Stanley Fremantle Hospitals Group *;AUS;Health;2
5200;China Three Gorges University;CHN;Universities;2
5200;Xinjiang Astronomical Observatory;CHN;Government;2
5207;Sultan Zainal Abidin University;MYS;Universities;3
5207;Centro Nacional de Pesquisa em Energia e Materiais *;BRA;Non-Profit;1
5207;Universite 20 Aout 1955 Skikda;DZA;Universities;1
5207;Kosin University *;KOR;Universities;3
5207;Pontificia Universidade Catolica do Rio de Janeiro;BRA;Universities;1
5207;Siemens Healthineers, China;CHN;Companies;2
5213;Technical Institute of Physics and Chemistry, Chinese Academy of Sciences;CHN;Government;1
5213;National University of Medical Sciences;PAK;Universities;1
5213;Lanzhou University of Technology;CHN;Universities;2
5213;Ministry of Science and Higher Education *;RUS;Government;1
5213;Russian Quantum Center;RUS;Government;1
5213;Procter & Gamble Co *;MUL;Companies;2
5213;Forestry and Forest Products Research Institute;JPN;Government;2
5213;Ilam University of Medical Sciences;IRN;Universities;2
5213;Canadian University of Dubai;ARE;Universities;2
5213;St Marianna University School of Medicine *;JPN;Universities;2
5213;Exploration and Petroleum Engineering Advanced Research Center, SAU;SAU;Companies;1
5224;Hospital de Braga;PRT;Health;3
5224;Universidad Senor de Sipan;PER;Universities;2
5224;University of Economics in Bratislava;SVK;Universities;3
5224;Thai Nguyen University of Techonology;VNM;Universities;2
5224;University of Ilorin;NGA;Universities;1
5229;Haute Ecole Specialisee Bernoise;CHE;Universities;3
5229;Islamic University of Madinah;SAU;Universities;2
5229;Ministry of Emergency Management;CHN;Government;2
5229;Central Soil Salinity Research Institute;IND;Government;1
5229;Tokyo Womens Medical University *;JPN;Universities;1
5229;South Valley University *;EGY;Universities;2
5235;Universidade Federal Rural do Semi-Arido;BRA;Universities;2
5235;Skyline University College;ARE;Universities;3
5235;North Carolina Central University;USA;Universities;2
5235;Research Institute of Complex Problems of Cardiovascular Disease Russian Academy of Medical Sciences;RUS;Health;1
5235;G2ELAB Grenoble Genie Electrique;FRA;Government;2
5240;Astellas Pharma Inc;JPN;Companies;1
5240;Politehnica University of Timisoara;ROU;Universities;2
5240;Chengdu University of Technology;CHN;Universities;1
5240;Connecticut Children's Medical Center ;USA;Health;3
5240;Al Maarif University College;IRQ;Universities;2
5240;National Institute for Fusion Science;JPN;Government;2
5240;Iqra University;PAK;Universities;1
5247;Lithuanian Academy of Sciences *;LTU;Government;3
5247;Ronin Institute;USA;Non-Profit;3
5247;Xinxiang Medical University;CHN;Universities;1
5247;Institute of Modern Physics, Chinese Academy of Sciences;CHN;Government;1
5251;Assuta Medical Center Tel Aviv *;ISR;Health;2
5251;Barnard College;USA;Universities;3
5251;Hospital Universiti Sains Malaysia;MYS;Health;2
5251;Philippine General Hospital;PHL;Health;1
5251;University at Texas Rio Grande Valley;USA;Universities;2
5251;Yantai University;CHN;Universities;2
5251;Hainan Medical University *;CHN;Universities;2
5251;Instituto Tecnologico Vale;BRA;Non-Profit;2
5251;University of Duhok;IRQ;Universities;1
5251;Sohag University *;EGY;Universities;2
5251;Technical University of Cluj-Napoca;ROU;Universities;1
5262;Saitama Cancer Center;JPN;Health;1
5262;Jahrom University of Medical Sciences;IRN;Universities;2
5262;National Center for Toxicological Research;USA;Government;2
5262;Imam Muhammad ibn Saud Islamic University;SAU;Universities;1
5262;Taras Shevchenko National University of Kyiv;UKR;Universities;1
5262;Herz- und Diabeteszentrum Nordrhein-Westfalen;DEU;Health;4
5262;University of Malaysia Kelantan;MYS;Universities;3
5262;University of Information Technology and Management in Rzeszow;POL;Universities;3
5270;University of Yamanashi *;JPN;Universities;2
5270;Yarmouk University;JOR;Universities;1
5270;Universidade Lusofona de Humanidades e Tecnologias;PRT;Universities;2
5270;University of Memphis;USA;Universities;2
5270;Cardinal Stefan Wyszynski University in Warsaw;POL;Universities;2
5275;Suranaree University of Technology;THA;Universities;2
5275;Faculdade de Medicina de Sao Jose do Rio Preto;BRA;Universities;1
5275;Tomsk Polytechnic University;RUS;Universities;1
5275;University of Suffolk;GBR;Universities;4
5279;University of Kurdistan, Sanandaj;IRN;Universities;1
5279;Asia University, Taiwan;TWN;Universities;2
5279;Universidad Nacional de Costa Rica;CRI;Universities;2
5279;Lanzhou Jiaotong University;CHN;Universities;2
5279;BMW AG, Germany;DEU;Companies;1
5279;Bengbu Medical College;CHN;Universities;2
5279;National Pingtung University of Science and Technology;TWN;Universities;2
5286;Ingenierie des Materiaux Polymeres;FRA;Government;1
5286;Oles Honchar Dnipro National University;UKR;Universities;2
5286;Ehime University *;JPN;Universities;2
5289;BMW Group *;MUL;Companies;2
5289;Southern Cross University;AUS;Universities;2
5289;University of Education;PAK;Universities;3
5292;Obafemi Awolowo University Teaching Hospital;NGA;Health;1
5292;Universidad del Zulia;VEN;Universities;1
5294;Sumy National Agrarian University;UKR;Universities;2
5294;Erciyes University;TUR;Universities;1
5294;King Hussein Cancer Center;JOR;Health;2
5294;Ondokuz Mayis University *;TUR;Universities;1
5294;Ladoke Akintola University of Technology;NGA;Universities;1
5294;Yunnan Agricultural University;CHN;Universities;2
5294;NASA Stennis Space Center;USA;Government;3
5301;Laboratoire d'Etude des Microstructures et de Mecanique des Materiaux;FRA;Government;3
5301;De La Salle University;PHL;Universities;1
5301;Hampton University;USA;Universities;3
5301;Universite Cadi Ayyad *;MAR;Universities;1
5301;Fraunhofer-Institut fur Integrierte Schaltungen;DEU;Government;1
5301;Instituto Nacional de Pediatria;MEX;Health;1
5301;Institut Pasteur of Iran;IRN;Health;1
5301;Catholic University of Croatia;HRV;Universities;3
5301;Near East University;CYP;Universities;1
5310;Hospital Italiano de Buenos Aires *;ARG;Health;2
5310;Korea Institute of Energy Research;KOR;Government;3
5310;Laboratoire Hubert Curien;FRA;Government;1
5310;Huaqiao University;CHN;Universities;1
5310;Malaysia Nuclear Agency;MYS;Government;1
5310;Rakuno Gakuen University;JPN;Universities;2
5310;Berufsgenossenschaftliches Universitatsklinikum Bergmannsheil GmbH;DEU;Health;3
5310;Universidade La Salle, Brazil;BRA;Universities;2
5310;Toho University Ohashi Medical Center;JPN;Health;1
5319;Clinical Hospital Centre Rijeka;HRV;Health;3
5319;Sakakibara Heart Institute;JPN;Health;2
5319;Mehmet Akif Ersoy University;TUR;Universities;1
5319;University of Abuja *;NGA;Universities;2
5319;Space Research Institute Russian Academy of Sciences;RUS;Government;1
5319;Universitas Atma Jaya Yogyakarta;IDN;Universities;2
5319;Holland Bloorview Kids Rehabilitation Hospital;CAN;Health;3
5326;Chiba University Hospital;JPN;Health;2
5326;Lithuanian Sports University;LTU;Universities;3
5326;Hospital das Clinicas da Universidade Federal de Pernambuco;BRA;Health;2
5326;Hospital de Clinicas da Universidade Federal do Parana;BRA;Health;2
5326;TotalEnergies *;MUL;Companies;3
5326;Jamia Hamdard University;IND;Universities;1
5326;University Hospital Hradec Kralove;CZE;Health;2
5333;Inner Mongolia Agricultural University;CHN;Universities;2
5333;Tokyo Metropolitan Geriatric Hospital and Institute of Gerontology;JPN;Health;2
5333;Daejeon University;KOR;Universities;3
5333;Jiangsu Normal University;CHN;Universities;1
5333;Ariel University *;ISR;Universities;2
5338;National Defence University of Malaysia;MYS;Universities;3
5338;University of Tripoli;LBY;Universities;1
5338;RWJBarnabas Health *;USA;Health;2
5338;Toranomon Hospital;JPN;Health;2
5342;Aga Khan University Hospital, Karachi;PAK;Health;1
5342;Gunma University *;JPN;Universities;2
5342;Kagoshima University *;JPN;Universities;2
5342;Uzbekistan Academy of Sciences *;UZB;Government;1
5342;Thammasat University;THA;Universities;1
5342;Palestine Technical University;PSE;Universities;2
5342;Erich Schmid Institut fur Materialwissenschaft Osterreichische Akademie der Wissenschaften;AUT;Government;2
5342;San Jose State University;USA;Universities;1
5350;Bogazici University;TUR;Universities;1
5350;Khyber Medical University;PAK;Universities;2
5350;National Science Center Kharkov Institute of Physics and Technology National Academy of Sciences of Ukraine;UKR;Government;2
5353;Arab Academy for Science, Technology and Maritime Transport;EGY;Universities;1
5353;University of Basrah;IRQ;Universities;1
5353;Universite de Limoges *;FRA;Universities;2
5353;Obuda University;HUN;Universities;2
5353;Chengdu Institute of Biology, Chinese Academy of Sciences;CHN;Government;1
5353;International Institute of Information Technology, Hyderabad;IND;Universities;1
5359;Tokushima University Hospital;JPN;Health;2
5359;Mazandaran University of Sciences and Technology;IRN;Universities;2
5359;Siedlce University of Natural Sciences and Humanities;POL;Universities;3
5359;Benemerita Universidad Autonoma de Puebla *;MEX;Universities;1
5359;University of Kashan;IRN;Universities;2
5364;Institute of Chemical Biology and Fundamental Medicine Russian Academy of Sciences;RUS;Government;1
5364;Zanjan University of Medical Sciences *;IRN;Universities;1
5364;Beaumont Health System;USA;Health;3
5364;Management and Science University;MYS;Universities;3
5364;Gonabad University of Medical Sciences;IRN;Universities;2
5364;University of Namur;BEL;Universities;2
5364;Complejo Hospitalario San Pedro Hospital De La Rioja;ESP;Health;4
5364;Fachhochschule Nordwestschweiz;CHE;Universities;3
5364;Mirpur University of Science & Technology;PAK;Universities;1
5373;Southern Illinois University School of Medicine;USA;Universities;3
5373;Siemens AG, USA;USA;Companies;1
5373;Plant Protection Research Institute;EGY;Government;2
5373;Fu Jen Catholic University;TWN;Universities;1
5373;European University of Cyprus;CYP;Universities;1
5373;Xinjiang University;CHN;Universities;2
5379;Prince Mohammad Bin Fahd University;SAU;Universities;2
5379;National Institutes for Quantum Science and Technology *;JPN;Health;1
5379;Nippon Veterinary and Life Science University;JPN;Universities;1
5382;St. Lukes International Hospital;JPN;Health;2
5382;Universidade Federal de Mato Grosso;BRA;Universities;2
5382;Tokushima University *;JPN;Universities;1
5382;Starship Children's Hospital;NZL;Health;2
5382;Kafkas University;TUR;Universities;1
5382;The Jikei University School of Medicine *;JPN;Universities;2
5388;Sanming University;CHN;Universities;2
5388;Yuzuncu Yil University *;TUR;Universities;2
5388;Shanxi Agricultural University;CHN;Universities;2
5388;Rashid Hospital ;ARE;Health;3
5388;Oakland University;USA;Universities;2
5393;Abt Associates Inc;USA;Companies;3
5393;Sunway University;MYS;Universities;2
5393;Shiga University of Medical Science *;JPN;Universities;2
5393;Nanjing Botanical Garden Memorial Sun Yat-Sen Jiangsu Province and Chinese Academy of Sciences;CHN;Government;2
5393;National Institute of Public Health, Czech Republic;CZE;Health;2
5393;State University of New York, College of Environmental Science and Forestry;USA;Universities;3
5393;Neoma Business School;FRA;Universities;3
5393;Institut d'Electronique de Microelectronique et de Nanotechnologie;FRA;Government;2
5393;Changchun University of Traditional Chinese Medicine;CHN;Universities;2
5402;Jilin Academy of Agricultural Sciences;CHN;Government;1
5402;Hochschule fur Angewandte Wissenschaften Hamburg;DEU;Universities;3
5402;Kyushu University Hospital;JPN;Health;1
5405;Ardabil University of Medical Sciences;IRN;Universities;1
5405;Saskatoon Health Region;CAN;Health;3
5405;Natural History Museum of los Angeles County;USA;Government;3
5408;Rowan University;USA;Universities;2
5408;Suzhou Institute of Nano-Tech and Nano-Bionics, Chinese Academy of Sciences;CHN;Government;1
5408;University of Malaya Medical Centre;MYS;Health;3
5408;Laboratoire de Mecanique des Contacts et des Structures;FRA;Government;2
5408;Chinese Research Academy of Environmental Sciences;CHN;Non-Profit;2
5408;Eszterhazy Karoly University of Applied Sciences;HUN;Universities;3
5408;Complejo Hospitalario de Caceres;ESP;Health;3
5408;Associate Laboratory of Robotics and Engineering Systems *;PRT;Non-Profit;2
5408;Vietnam National University of Agriculture;VNM;Universities;1
5417;University of South Dakota;USA;Universities;3
5417;Louisiana Tech University;USA;Universities;3
5417;Marienhospital Herne;DEU;Health;3
5417;Maharshi Dayanand University;IND;Universities;1
5417;Presidency University, Kolkata;IND;Universities;1
5417;Kashan University of Medical Sciences and Health Services;IRN;Universities;1
5417;Gorgan University of Agricultural Sciences and Natural Resources;IRN;Universities;1
5417;Instituto de Investigaciones Fisiologicas y Ecologicas Vinculadas a la Agricultura;ARG;Government;2
5417;Daiichi Sankyo Co., Ltd. Japan;JPN;Companies;1
5426;Islamia College Peshawar;PAK;Universities;1
5426;Clinica Amiga *;COL;Health;2
5426;Zunyi Medical University *;CHN;Universities;2
5426;Hospital Universitario Severo Ochoa *;ESP;Health;1
5426;King Mongkut's Institute of Technology North Bangkok;THA;Universities;2
5426;Imam Khomeini International University;IRN;Universities;2
5426;Qualcomm Inc, USA;USA;Companies;1
5426;Lincoln University, Lincoln;NZL;Universities;2
5426;Libera Universita Internazionale degli Studi Sociali Guido Carli;ITA;Universities;3
5435;Universite Polytechnique des Hauts-de-France *;FRA;Universities;2
5435;Virginia-Maryland Regional College of Veterinary Medicine;USA;Universities;2
5437;Universidad de Santander;COL;Universities;1
5437;Ecole Nationale Veterinaire Agroalimentaire et de l'Alimentation de Nantes-Atlantique *;FRA;Universities;2
5437;Menzies School of Health Research;AUS;Universities;4
5437;Procter & Gamble,  United States;USA;Companies;1
5437;Museum and Institute of Zoology Polish Academy of Sciences;POL;Government;4
5442;Moi University;KEN;Universities;2
5442;Hospital das Clinicas da Faculdade de Medicina de Ribeirao Preto da Universidade de Sao Paulo;BRA;Health;1
5442;Council for Scientific and Industrial Research;ZAF;Government;1
5442;Institute for Color Science and Technology;IRN;Government;1
5442;Fundacion Valle del Lili;COL;Health;2
5442;Mie University Hospital;JPN;Health;2
5442;Embrapa Instrumentacao;BRA;Government;1
5442;Osaka Police Hospital;JPN;Health;2
5450;University of Alabama, Huntsville;USA;Universities;3
5450;University of Connecticut, Greater Hartford;USA;Universities;2
5450;Kastamonu University;TUR;Universities;2
5450;Museu Paraense Emilio Goeldi;BRA;Government;2
5454;Royan Institute for Stem Cell Biology and Technology;IRN;Health;1
5454;Sisters of Charity Hospital, Zagreb;HRV;Health;3
5454;Al-Ayen University;IRQ;Universities;2
5454;Institute of Liver & Biliary Sciences;IND;Health;1
5454;Harvey Mudd College;USA;Universities;3
5454;Government College University, Lahore;PAK;Universities;1
5460;Gifu University Hospital;JPN;Health;2
5460;Qualcomm Inc *;MUL;Companies;1
5460;Klinikum Stuttgart;DEU;Health;3
5460;Woosuk University;KOR;Universities;3
5460;Universite du Maine *;FRA;Universities;2
5460;Kobe University Hospital;JPN;Health;2
5460;Volkswagen AG *;MUL;Companies;2
5467;Liaocheng University *;CHN;Universities;2
5467;Complejo Hospitalario Regional Virgen Macarena;ESP;Health;2
5467;Dokuz Eylul University *;TUR;Universities;1
5470;Pontificia Universidad Catolica Argentina Santa Maria de los Buenos Aires;ARG;Universities;2
5470;South China Sea Institute of Oceanology, Chinese Academy of Sciences;CHN;Government;1
5470;Universidad Nacional de Mar del Plata *;ARG;Universities;2
5470;Universidad Alberto Hurtado;CHL;Universities;3
5470;Japan Atomic Energy Agency;JPN;Government;2
5475;Howard University *;USA;Universities;2
5475;University of Western Macedonia;GRC;Universities;2
5475;Maejo University;THA;Universities;1
5475;Universite de Sfax *;TUN;Universities;1
5475;National Hellenic Research Foundation;GRC;Government;2
5475;Institute of Mountain Hazards and Environment, Chinese Academy of Sciences;CHN;Government;1
5475;Universitatsklinikum Halle;DEU;Health;3
5475;Agricultural Research Council;ZAF;Government;3
5475;University of Venda;ZAF;Universities;3
5484;Wroclaw University of Economics;POL;Universities;3
5484;Mie University *;JPN;Universities;2
5484;University of Colombo;LKA;Universities;1
5484;Agricultural Research Education and Extension Organization *;IRN;Government;2
5484;Universidad San Francisco de Quito;ECU;Universities;1
5484;Yokohama City University Hospital;JPN;Health;2
5484;Taizhou University;CHN;Universities;2
5484;Batterjee Medical College;SAU;Universities;3
5484;Maulana Azad Medical College;IND;Health;1
5493;Nature Research Centre;LTU;Government;3
5493;University of Kufa;IRQ;Universities;1
5493;Thapar Institute of Engineering and Technology;IND;Universities;1
5493;Chia Nan University of Pharmacy and Science;TWN;Universities;2
5493;Cooper University Health Care;USA;Health;3
5493;Keralty *;COL;Companies;1
5499;Fundacion para la Lucha contra las Enfermedades Neurologicas de la Infancia;ARG;Non-Profit;1
5499;Thu Dau Mot University;VNM;Universities;2
5499;Instituto de Ecologia AC;MEX;Government;2
5499;University Hospital Kumamoto University;JPN;Health;1
5499;Sunchon National University;KOR;Universities;2
5499;Ho Chi Minh City University of Economics and Law;VNM;Universities;2
5499;Laboratoire Sols, Solides, Structures, Risques;FRA;Government;2
5506;Universidade Federal do Piaui;BRA;Universities;2
